JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_addition.js:315,AIS\Views\AdministrationPanel\entity_addition.cshtml:481; AIS\Views\AdministrationPanel\DashboardPartials\_EntityAddition.cshtml:471,saveUpdateAISEntityMapping,/ApiCalls/update_ais_entity_mapping_for_admin_panel_entity_addition,POST,ApiCalls.update_ais_entity_mapping_for_admin_panel_entity_addition,"P_ENTITY_ID, ENTITY_ID, RELATION_TYPE_ID","ENTITY_ID, P_ENTITY_ID, RELATION_TYPE_ID",UpdateAISEntityMappingForAdminPanelEntityAddition,pkg_ad.P_UPDATE_ENTITIES_MAPPING,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\administration-entity-dashboard.js:195,AIS\Views\AdministrationPanel\Entity_Dashboard.cshtml:55,loadStep,,GET,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_gm_reporting_div_management.js:12,AIS\Views\AdministrationPanel\entity_gm_reporting_div_management.cshtml:100,getrelation,/ApiCalls/getparentrel,POST,ApiCalls.getparentrel,ENTITY_REALTION_ID,"ENTITY_REALTION_ID, option",Getparentrepoffice,pkg_ad.P_Getparentrepoffice,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_gm_reporting_div_management.js:48,AIS\Views\AdministrationPanel\entity_gm_reporting_div_management.cshtml:100,getplacepost,/ApiCalls/getpostplace,POST,ApiCalls.getpostplace,E_R_ID,"E_R_ID, option",Getchildposting,pkg_ad.P_Getchildposting,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_gm_reporting_div_management.js:87,AIS\Views\AdministrationPanel\entity_gm_reporting_div_management.cshtml:100,updateComplianceOffice,/ApiCalls/update_compliance_office,POST,ApiCalls.update_compliance_office,"ENT_ID_ARR, AUD_ID, COMP_ID","AUD_ID, COMP_ID, ENT_ID_ARR, option",UpdateComplianceUnit,pkg_ad.P_UPDATE_ENTITY_COMP,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:44,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,getEntityDetailsByName,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID","ENTITY_CODE, ENTITY_NAME",GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:72,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,getEntityDetailsByCode,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID","ENTITY_CODE, ENTITY_NAME",GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:99,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,getAISEntityDetailsByName,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID","ENTITY_CODE, ENTITY_NAME",GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:125,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,getAISEntityDetailsByCode,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID","ENTITY_CODE, ENTITY_NAME",GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:166,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,getToEntityDetail,/ApiCalls/get_entity_shifting_details,POST,ApiCalls.get_entity_shifting_details,ENTITY_ID,ENTITY_ID,GetEntityShiftingDetails,pkg_ad.P_Get_details_for_entity_shifting,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:211,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,success,/ApiCalls/get_entity_shifting_details,POST,ApiCalls.get_entity_shifting_details,ENTITY_ID,ENTITY_ID,GetEntityShiftingDetails,pkg_ad.P_Get_details_for_entity_shifting,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:297,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,saveUpdateChangesInAISEntity,/ApiCalls/update_ais_entity_for_admin_panel_entity_addition,POST,ApiCalls.update_ais_entity_for_admin_panel_entity_addition,"ENTITY_ID, ENTITY_NAME, ENTITY_CODE, AUDITABLE, AUDIT_BY_ID, ENTITY_TYPE_ID, ENT_DESC, STATUS","AUDITABLE, AUDIT_BY_ID, ENTITY_CODE, ENTITY_ID, ENTITY_NAME, ENTITY_TYPE_ID, ENT_DESC, STATUS",UpdateAISEntityForAdminPanelEntityAddition,pkg_ad.P_UpdateENTITIEES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:321,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,saveAddInAISEntity,/ApiCalls/add_ais_entity_for_admin_panel_entity_addition,POST,ApiCalls.add_ais_entity_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, AUDITABLE, AUDIT_BY_ID, ENTITY_TYPE_ID, ENT_DESC, STATUS","AUDITABLE, AUDIT_BY_ID, ENTITY_CODE, ENTITY_ID, ENTITY_NAME, ENTITY_TYPE_ID, ENT_DESC, STATUS",AddAISEntityForAdminPanelEntityAddition,pkg_ad.P_InsertENTITIEES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: entity_id,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:355,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,getEntityExistingMapping,/ApiCalls/get_ais_entity_existing_mapping_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entity_existing_mapping_for_admin_panel_entity_addition,ENTITY_ID,ENTITY_ID,GetAISEntityMappingForAdminPanelEntityAddition,pkg_ad.P_get_auditee_entities_mapping,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:388,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,getEntitiesListByTypeId,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID",ENT_TYPE_ID,GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"JS data is missing controller parameters: entity_code, entity_name",Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:424,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,saveInsertAISEntityMapping,/ApiCalls/add_ais_entity_mapping_for_admin_panel_entity_addition,POST,ApiCalls.add_ais_entity_mapping_for_admin_panel_entity_addition,"P_ENTITY_ID, ENTITY_ID, RELATION_TYPE_ID","ENTITY_ID, P_ENTITY_ID, RELATION_TYPE_ID",AddAISEntityMappingForAdminPanelEntityAddition,pkg_ad.P_ADD_ENTITIES_MAPPING,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:444,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,saveUpdateAISEntityMapping,/ApiCalls/update_ais_entity_mapping_for_admin_panel_entity_addition,POST,ApiCalls.update_ais_entity_mapping_for_admin_panel_entity_addition,"P_ENTITY_ID, ENTITY_ID, RELATION_TYPE_ID","ENTITY_ID, P_ENTITY_ID, RELATION_TYPE_ID",UpdateAISEntityMappingForAdminPanelEntityAddition,pkg_ad.P_UPDATE_ENTITIES_MAPPING,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:469,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,proceedConvToIslamic,/ApiCalls/submit_entity_conv_to_islamic_from_admin_panel,POST,ApiCalls.submit_entity_conv_to_islamic_from_admin_panel,"FROM_ENT_ID, TO_ENT_ID","FROM_ENT_ID, TO_ENT_ID",SubmitEntityConvToIslamicFromAdminPanel,pkg_ad.P_Shift_BR_to_islamic,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_entity_shifting.js:489,AIS\Views\AdministrationPanel\entity_shifting.cshtml:600; AIS\Views\AdministrationPanel\DashboardPartials\_EntityShifting.cshtml:590,saveInsertAISEntityShifting,/ApiCalls/submit_entity_shifting_from_admin_panel,POST,ApiCalls.submit_entity_shifting_from_admin_panel,"FROM_ENT_ID, TO_ENT_ID, CIR_REF, CIR_DATE, CIR","CIR, CIR_DATE, CIR_REF, FROM_ENT_ID, TO_ENT_ID",SubmitEntityShiftingFromAdminPanel,pkg_ad.P_Add_Entity_shifting,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_gm_repo_line_management.js:12,AIS\Views\AdministrationPanel\gm_repo_line_management.cshtml:100,getrelation,/ApiCalls/getparentrel,POST,ApiCalls.getparentrel,ENTITY_REALTION_ID,"ENTITY_REALTION_ID, option",Getparentrepoffice,pkg_ad.P_Getparentrepoffice,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_AdministrationPanel_gm_repo_line_management.js:48,AIS\Views\AdministrationPanel\gm_repo_line_management.cshtml:100,getplacepost,/ApiCalls/getpostplace,POST,ApiCalls.getpostplace,E_R_ID,"E_R_ID, option",Getchildposting,pkg_ad.P_Getchildposting,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_AdministrationPanel_gm_repo_line_management.js:92,AIS\Views\AdministrationPanel\gm_repo_line_management.cshtml:100,updateGMOffice,/ApiCalls/update_gm_reporting_line_office,POST,ApiCalls.update_gm_reporting_line_office,"ENT_ID_ARR, GM_OFF_ID, REP_OFF_ID","ENT_ID_ARR, GM_OFF_ID, REP_OFF_ID, option",UpdateGMAndReportingLineOffice,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_AdministrationPanel_groups.js:45,AIS\Views\AdministrationPanel\groups.cshtml:111,publishGroupChanges,/AdministrationPanel/group_add,POST,AdministrationPanel.group_add,grp,"GROUP_DESCRIPTION, GROUP_ID, GROUP_NAME, ISACTIVE",AddGroup,pkg_ad.p_AddGroup,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_AdministrationPanel_groups.js:45,AIS\Views\AdministrationPanel\groups.cshtml:111,publishGroupChanges,/AdministrationPanel/group_add,POST,AdministrationPanel.group_add,grp,"GROUP_DESCRIPTION, GROUP_ID, GROUP_NAME, ISACTIVE",AddGroup,pkg_ad.P_Group_Update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_AdministrationPanel_group_role_assignment.js:33,AIS\Views\AdministrationPanel\group_role_assignment.cshtml:81; AIS\Views\AdministrationPanel\DashboardPartials\_GroupRoleAssignment.cshtml:70,showMenuPagesBlock,/AdministrationPanel/menu_pages,POST,AdministrationPanel.menu_pages,MENU_ID,MENU_ID,GetAllMenuPages,pkg_ad.p_GetAllMenuPages,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_AdministrationPanel_group_role_assignment.js:52,AIS\Views\AdministrationPanel\group_role_assignment.cshtml:81; AIS\Views\AdministrationPanel\DashboardPartials\_GroupRoleAssignment.cshtml:70,getAssignedMenuPages,/AdministrationPanel/assigned_menu_pages,POST,AdministrationPanel.assigned_menu_pages,"GROUP_ID, MENU_ID","GROUP_ID, MENU_ID, option",GetAssignedMenuPages,pkg_ad.P_GetAssignedMenuPages,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_AdministrationPanel_group_role_assignment.js:80,AIS\Views\AdministrationPanel\group_role_assignment.cshtml:81; AIS\Views\AdministrationPanel\DashboardPartials\_GroupRoleAssignment.cshtml:70,AddGroupItemAssignment,/AdministrationPanel/add_group_item_assignment,POST,AdministrationPanel.add_group_item_assignment,gItemMap,"GROUP_ID, MENU_ID, MENU_ITEM_IDs, UNLINK_MENU_ITEM_IDs, option",AddGroupMenuItemsAssignment,pkg_ad.p_AddGroupMenuItemsAssignment,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_AdministrationPanel_group_role_assignment.js:80,AIS\Views\AdministrationPanel\group_role_assignment.cshtml:81; AIS\Views\AdministrationPanel\DashboardPartials\_GroupRoleAssignment.cshtml:70,AddGroupItemAssignment,/AdministrationPanel/add_group_item_assignment,POST,AdministrationPanel.add_group_item_assignment,gItemMap,"GROUP_ID, MENU_ID, MENU_ITEM_IDs, UNLINK_MENU_ITEM_IDs, option",RemoveGroupMenuItemsAssignment,pkg_ad.P_RemoveGroupMenuItemsAssignment,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_AdministrationPanel_hr_design_wise_role.js:18,AIS\Views\AdministrationPanel\hr_design_wise_role.cshtml:107,getHRDesignationWiseRole,/ApiCalls/get_hr_designation_wise_roles,POST,ApiCalls.get_hr_designation_wise_roles,,,GetHRDesignationWiseRoles,pkg_ad.P_GET_HR_DESIGNATION_RIGHT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_AdministrationPanel_hr_design_wise_role.js:62,AIS\Views\AdministrationPanel\hr_design_wise_role.cshtml:107,submitAddNewHRDesignationWiseRoleAssignment,/ApiCalls/add_hr_designation_wise_role_assignment,POST,ApiCalls.add_hr_designation_wise_role_assignment,"ASSIGNMENT_ID, DESIGNATION_ID, GROUP_ID, SUB_ENTITY_NAME","ASSIGNMENT_ID, DESIGNATION_ID, GROUP_ID, SUB_ENTITY_NAME, option",AddHRDesignationWiseRoleAssignment,pkg_ad.P_ADD_HR_DESIGNATION_RIGHT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_AdministrationPanel_hr_design_wise_role.js:79,AIS\Views\AdministrationPanel\hr_design_wise_role.cshtml:107,success,/ApiCalls/update_hr_designation_wise_role_assignment,POST,ApiCalls.update_hr_designation_wise_role_assignment,"ASSIGNMENT_ID, DESIGNATION_ID, GROUP_ID, SUB_ENTITY_NAME","ASSIGNMENT_ID, DESIGNATION_ID, GROUP_ID, SUB_ENTITY_NAME, option",UpdateHRDesignationWiseRoleAssignment,pkg_ad.P_UPDATE_HR_DESIGNATION_RIGHT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_AdministrationPanel_ManagePublicHolidays.js:21,AIS\Views\AdministrationPanel\ManagePublicHolidays.cshtml:52,loadHolidays,/ApiCalls/get_all_public_holidays,POST,ApiCalls.get_all_public_holidays,input,,GetAllPublicHolidays,pkg_ad.P_GET_PUBLIC_HOLIDAYS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
